city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Phoenix,USA,33.4484,-112.074,2008,2,34.22,11.77,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,3,32.9,18.93,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,4,31.22,40.57,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,5,29.18,37.8,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,6,28.49,29.86,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,7,26.46,32.13,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,8,27.45,13.75,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,9,6.32,33.23,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,10,11.32,27.63,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,11,20.71,20.29,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2008,12,28.0,15.11,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,1,23.19,32.11,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,2,9.97,19.2,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,3,14.42,30.19,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,4,25.35,23.94,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,5,12.78,42.76,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,6,20.36,36.28,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,7,24.96,15.97,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,8,28.12,32.93,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,9,8.26,25.17,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,10,16.18,20.76,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,11,7.75,18.84,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2009,12,23.25,14.17,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,1,22.28,23.5,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,2,26.4,19.34,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,3,27.64,14.1,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,4,41.8,25.19,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,5,13.76,18.89,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,6,27.0,16.96,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,7,27.91,33.07,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,8,7.79,27.65,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,9,22.17,33.65,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,10,23.14,13.82,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,11,25.09,13.9,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2010,12,6.85,18.52,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,1,23.04,31.3,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,2,23.33,30.92,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,3,9.51,39.15,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,4,38.39,21.63,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,5,24.11,34.91,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,6,9.72,34.22,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,7,17.57,20.99,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,8,7.04,38.12,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,9,17.21,21.68,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,10,15.63,31.32,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,11,21.24,23.56,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2011,12,28.48,21.52,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,1,13.04,24.16,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,2,13.86,12.18,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,3,35.4,26.39,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,4,33.03,15.51,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,5,14.44,19.94,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,6,20.3,15.96,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,7,21.11,29.66,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,8,25.66,17.5,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,9,6.4,13.85,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,10,15.83,32.6,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,11,24.82,10.94,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2012,12,6.93,13.61,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,1,24.81,10.86,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,2,34.79,18.08,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,3,14.65,15.39,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,4,27.67,20.55,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,5,43.25,36.16,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,6,12.5,26.95,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,7,9.05,14.06,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,8,21.0,25.57,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,9,13.64,12.54,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,10,8.28,13.14,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,11,17.41,26.5,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2013,12,15.14,14.75,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,1,11.87,28.06,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,2,25.37,22.51,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,3,11.25,19.63,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,4,37.15,43.26,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,5,39.2,40.89,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,6,20.67,27.84,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,7,11.93,39.87,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,8,23.08,25.83,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,9,22.18,34.12,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,10,6.0,27.91,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,11,13.64,22.36,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2014,12,18.11,31.55,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,1,25.59,18.85,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,2,13.0,34.29,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,3,40.31,39.27,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,4,21.77,33.4,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,5,23.29,25.51,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,6,26.26,19.58,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,7,22.22,32.41,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,8,23.33,13.8,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,9,21.09,27.45,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,10,18.29,24.79,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,11,20.16,23.75,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2015,12,9.01,15.26,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,1,23.47,21.53,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,2,8.15,23.0,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,3,34.28,12.5,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,4,42.8,18.33,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,5,11.89,34.18,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,6,20.89,31.5,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,7,12.33,14.63,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,8,19.43,40.1,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,9,21.68,23.72,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,10,22.5,24.89,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,11,10.61,14.33,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2016,12,13.07,21.75,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,1,18.68,23.83,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,2,10.73,14.92,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,3,16.14,19.66,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,4,38.12,13.44,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,5,31.96,39.76,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,6,8.58,19.3,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,7,19.56,32.17,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,8,21.81,41.32,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,9,19.83,19.76,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,10,5.78,16.39,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,11,10.35,14.82,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2017,12,26.03,20.51,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,1,13.49,27.07,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,2,17.85,20.84,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,3,42.63,29.64,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,4,19.85,36.74,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,5,32.73,45.13,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,6,12.08,36.43,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,7,22.76,20.57,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,8,13.18,25.98,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,9,20.32,18.23,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,10,10.03,15.57,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,11,23.67,18.22,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2018,12,26.9,28.14,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,1,33.26,18.35,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,2,9.91,22.7,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,3,17.32,20.55,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,4,40.34,22.17,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,5,38.46,38.59,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,6,29.81,45.44,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,7,16.03,30.05,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,8,17.82,16.63,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,9,21.48,35.56,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,10,23.2,18.79,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,11,20.44,28.28,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2019,12,13.19,28.39,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,1,26.31,26.66,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,2,15.91,32.27,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,3,10.54,31.57,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,4,39.36,24.6,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,5,37.7,31.59,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,6,30.74,31.06,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,7,19.58,40.63,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,8,22.46,16.18,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,9,18.78,31.01,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,10,21.78,28.61,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,11,13.41,29.95,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2020,12,28.37,24.41,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,1,14.33,15.42,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,2,17.36,29.83,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,3,13.5,12.09,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,4,43.86,24.15,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,5,20.6,30.65,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,6,35.77,30.85,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,7,10.69,45.58,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,8,7.57,33.06,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,9,13.55,23.42,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,10,8.59,30.94,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,11,13.63,20.18,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2021,12,23.45,20.73,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,1,23.27,32.39,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,2,37.03,19.15,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,3,15.74,23.3,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,4,8.95,40.65,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,5,34.38,19.24,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,6,10.05,38.04,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,7,18.72,17.67,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,8,14.0,24.31,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,9,19.72,14.83,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,10,23.96,16.37,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,11,8.96,10.63,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2022,12,24.6,16.94,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,1,25.44,21.3,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,2,35.27,10.85,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,3,24.61,38.95,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,4,44.19,35.77,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,5,27.3,45.81,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,6,10.98,37.43,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,7,7.06,26.83,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,8,24.97,23.15,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,9,5.1,20.24,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,10,9.3,12.29,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,11,16.39,16.36,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2023,12,14.64,28.68,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,1,20.4,17.23,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,2,38.0,12.08,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,3,18.96,20.57,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,4,36.88,16.65,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,5,12.93,16.08,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,6,13.9,41.19,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,7,9.0,44.59,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,8,25.9,18.05,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,9,5.35,25.82,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,10,22.78,33.06,Moderate,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,11,23.14,14.25,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2024,12,12.58,17.7,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,1,21.8,13.35,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,2,13.18,18.25,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,3,36.17,32.05,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,4,14.47,29.45,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,5,21.69,27.11,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,6,16.53,45.58,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,7,16.53,15.18,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,8,14.98,41.54,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,9,20.59,14.74,Poor,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,10,12.13,29.73,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,11,17.83,14.08,Good,Federal Reference Method,EPA_AQS
Phoenix,USA,33.4484,-112.074,2025,12,27.71,29.55,Moderate,Federal Reference Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,1,27.14,34.77,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,2,21.52,24.05,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,3,24.34,21.6,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,4,42.4,31.73,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,5,18.52,28.58,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,6,31.79,42.76,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,7,19.51,49.91,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,8,19.21,46.01,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,9,9.02,44.39,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,10,20.18,16.01,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,11,13.45,15.48,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,1999,12,13.59,23.19,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,1,13.26,21.68,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,2,40.69,15.46,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,3,15.83,26.52,Poor,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,4,17.78,51.6,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,5,38.4,39.8,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,6,28.8,40.25,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,7,13.81,53.24,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,8,16.81,44.58,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,9,27.08,39.85,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,10,24.16,16.67,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,11,16.63,19.86,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2000,12,30.29,24.09,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,1,36.83,25.42,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,2,22.04,40.61,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,3,39.12,42.1,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,4,28.01,47.56,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,5,40.28,54.08,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,6,35.03,50.27,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,7,20.43,21.78,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,8,24.22,34.0,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,9,14.3,36.62,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,10,21.48,30.48,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,11,12.91,33.19,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2001,12,12.96,37.53,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,1,36.67,24.94,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,2,40.2,29.88,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,3,20.5,30.78,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,4,19.42,18.69,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,5,46.93,28.69,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,6,38.25,40.79,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,7,30.05,41.68,Moderate,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,8,26.56,51.84,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,9,13.96,37.02,Good,Reference/Equivalent Method,EPA_AQS
Philadelphia,USA,39.9526,-75.1652,2002,10,24.46,18.59,Good,Reference/Equivalent Method,EPA_AQS
